,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,category
1059,2016-02-29T07:01:18.000Z,Алешковский | Против войны!,@aleshru,"Стать иностранным агентом | Фонд ""Подари жизнь"" http://fb.me/2pQJJLbi0",0,7,0,новости о фонде
1060,2016-02-25T06:48:33.000Z,Елена,@dunya2711,"@Elshad_Babaev @igor_tmn фонд Подари жизнь ""тоже гос поддержку от Путина получает.Его тоже туда же? Вам результат важен или от кого деньги",1,0,0,упоминание в хорошем контексте
1061,2016-02-24T20:09:57.000Z,miloserdie_ru,@miloserdie_ru,Фонд «Подари жизнь» открыл «горячую линию» для борьбы с лжеволонтерами: Фонд «Подари жизнь» открыл «горячую ли...,0,6,1,новости о фонде
1062,2016-02-24T18:24:33.000Z,Pelageya ZOV,@Pelageya251_ZOV,Фонд «Подари жизнь» открыл «горячую линию» для борьбы с лжеволонтерами | Милосердие.ru https://miloserdie.ru/news/fond-podari-zhizn-otkryl-goryachuyu-liniyu-dlya-borby-s-lzhevolonterami/… с помощью @miloserdie_ru,0,0,0,новости о фонде
1063,2016-02-21T10:28:35.000Z,Митрополит Савватий,@bishop_Savatius,"КТО МОЖЕТ ПОМОГАТЬ ДЕВОЧКАМ- СИРОТАМ ??????? / Просим о помощи! /  / Фонд "" ПОДАРИ МНЕ ЖИЗНЬ"" прос.. http://vk.cc/4Oyy9B",1,1,0,просьба пожертвования
1064,2016-02-17T15:14:16.000Z,Все ТВ Красноярска,@AllTVKrsk,СТС-Прима: Фонд «Подари жизнь» обнаружил самозванца в Красноярске http://bit.ly/1SyjXep,0,0,0,новости о фонде
1065,2016-02-17T11:59:46.000Z,Коммерсантъ,@kommersant,"Председатель СПЧ: Закон «об иноагентах» может быть распространен на любую НКО, даже фонд «Подари жизнь» или «Вера» http://kommersant.ru/doc/2911596",1,3,1,новости о фонде
1066,2016-02-16T15:39:45.000Z,Столица 24,@stolitca24,Известный благотворительный фонд «Подари жизнь» будет судиться со своим сомнительным «тезкой» из Красноярска - Стол… http://stolitca24.ru/news/izvestnyy-blagotvoritelnyy-fond-podari-zhizn-budet-suditsya-so-svoim-somnitelnym-tezkoy-iz-krasnoyar/…,0,0,0,новости о фонде
1067,2016-02-16T13:51:30.000Z,RuNews24.ru Новости,@runews24ru,"Фонд «Подари жизнь» будет судиться с красноярской НКО 
#красноярск
http://runews24.ru/krasnoyarsk/16/02/2016/2d70d177cd51b90741fc4eb014846e30…",0,0,0,новости о фонде
1068,2016-02-16T10:26:34.000Z,Деловой квартал Красноярск,@krsk_dk,"Фонд ""Подари жизнь"" подал иск на красноярскую некоммерческую организацию

 http://krasnoyarsk.dk.ru/news/237005526 #dkvartal #новости #krsk",0,0,0,новости о фонде
1069,2016-02-15T10:27:28.000Z,ТВ Центр,@tvc_ru,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение 9-летней Юлдуз Хангишиевой http://ru.1001hls.com/r4723420",0,0,0,просьба пожертвования
1070,2016-02-15T09:04:28.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение 9-летней Юлдуз Хангишиевой. http://tvc.ru/news/show/id/86621…",0,0,0,просьба пожертвования
1071,2016-02-11T07:25:53.000Z,Татьяна Зайцева,@TatianaOzarenie,"Фонд ""Подари жизнь"" приглашает поддержать акцию ""Благотворительность вместо сувениров"" -... http://fb.me/5lueCJyHQ",0,0,0,новости о фонде
1072,2016-01-31T09:09:39.000Z,Оксана,@oksanazai,Благотворительный фонд помощи молодым семьям сделать ЭКО «Подари жизнь»  639002179001593123.всего 1 рубльсможете спасти чью то жизньсемью,0,13,67,просьба пожертвования
1073,2016-01-31T08:51:38.000Z,Оксана,@oksanazai,Благотворительный фонд помощи молодым семьям сделать ЭКО «Подари жизнь»  №  639002179001593123.всего 1 рубльсможете спасти чью то жизньсемью,0,0,1,просьба пожертвования
1074,2016-01-29T10:25:02.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение 11-летнего Арсения Леньшина http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-lechenie-11-letnego-arseniya-lenshina?utm_source=twitter&utm_medium=link…",0,0,0,просьба пожертвования
1075,2016-01-29T10:10:25.000Z,ТВ Центр,@tvc_ru,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение 11-летнего Арсения Леньшина http://ru.1001hls.com/r4683281",0,0,0,просьба пожертвования
1076,2016-01-28T05:41:00.000Z,TISON LUCKNER,@tisonluckner1g,"Кроме того, плачу 75 000 за каждый победный гол Павлюченко в счет фонда Подари Жизнь (Фонд Чулпан Хаматовой).",0,0,0,упоминание в хорошем контексте
1077,2016-01-27T12:59:04.000Z,FondDetiZemli,@FondDetiZemli,"Фонд подари жизнь — благотворительный фонд помощи детям ""Дети Земли"" http://childrenofearth.org/ru/page/blog-20160127#.Vqi_E8F6TLs.twitter…",0,0,0,новости о фонде
1078,2016-01-26T19:31:51.000Z,Иренн Мар,@Marukina77,"В РДКБ нужны доноры всех групп крови! | Фонд ""Подари жизнь"" http://fb.me/40YQ1BrFK",0,0,0,новости о фонде
1079,2016-01-23T13:26:36.000Z,Катерина Тарасова,@mamontovnovomi1,"Пятый канал и фонд ""Подари жизнь"" собирают средства на спасение Серёжи Егорова",0,1,0,просьба пожертвования
1080,2016-01-14T01:36:52.000Z,Рудольф Кузнецов,@anduetwu,Акцию «Свеча Памяти» провел Благотворительный Фонд «Подари мне жизнь»,0,0,0,новости о фонде
1081,2016-01-14T01:36:52.000Z,Nal Gorbachjov,@ephoggma,Акцию «Свеча Памяти» провел Благотворительный Фонд «Подари мне жизнь»,0,0,0,новости о фонде
1082,2016-01-14T01:36:52.000Z,Трифон Филиппов,@iculoryi,Акцию «Свеча Памяти» провел Благотворительный Фонд «Подари мне жизнь»,0,0,0,новости о фонде
1083,2016-01-13T04:18:23.000Z,VerNa,@nverchenova,"Фонд ""Подари Жизнь"" https://instagram.com/p/BAdy00JFbYv/",0,0,0,новости о фонде
1084,2016-01-13T04:14:08.000Z,VerNa,@nverchenova,Фонд Подари жизнь! Прислал поздравление с благодарностью за регулярные пожертвования… https://instagram.com/p/BAdyVu-FbYI/,0,0,0,новости о фонде
1085,2016-01-12T14:37:19.000Z,Alex Demin,@Alexey_V_Demin,"Выперли из Фонд Подари жизнь ))) 
Якобы за публикацию фотографии, которая ранее была опубликована на их сайте... http://fb.me/HGt9DWU3",0,0,0,новости о фонде
1086,2015-12-31T09:16:16.000Z,Лим Артур,@artur3474,"Пятый канал и фонд ""Подари жизнь"" собирают деньги на спасение годовалого Даниила Чеботаря http://5-tv.ru/news/103368/",0,0,0,просьба пожертвования
1087,2015-12-31T08:21:02.000Z,Пятый канал Новости,@5tv,"Пятый канал и фонд «Подари жизнь» собирают деньги на спасение годовалого Даниила Чеботаря. #деньдобрыхдел
http://5-tv.ru/news/103368/",0,3,0,просьба пожертвования
