,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,text_lengh,negative
1567,2021-09-30,InterMedia,@intermedia_ru,фонд подари жизнь запускают сервис юридической поддержки родителей больных детый,0,0,0,80,0
1568,2017-02-21,ТВ Центр,@tvc_ru,фонд подари жизнь тв центр собирают средства лечение лёни тутуков,0,0,0,65,0
1569,2010-01-28,Real Dokip,@true_dokip,мои ссылки фонд подари жизнь верой жизнь фонд подари жизнь верой жизнь фон,0,0,0,74,0
1570,2012-02-15,Elena Razumova,@Elena_Anat,успела обнуления передать мили фонд подари жизнь,1,0,0,48,0
1571,2017-12-31,alxrsv,@AlxRsv,подари жизнь фонд учредитель которого агитирует путина считает кндр революции просит денег нормальном обществе отвечает государство,0,0,0,131,0
1572,2016-01-31,Оксана,@oksanazai,благотворительный фонд помощи молодым семьям сделать эко подари жизнь рубльсможете спасти чью жизньсемью,0,13,67,104,0
1573,2012-12-12,сморода Роман,@deneshkamoya,благотворительный фонд подари жизнь риа новинка,0,0,0,47,0
1574,2013-06-04,Другие Вести,@ddb777,помочь детям просто фонд подари жизнь,0,2,1,37,0
1575,2015-04-28,Радио 1,@radio1_news,апреля фонд подари жизнь приглашает выставку великие модернист,0,0,0,62,0
1576,2017-10-04,TJ,@tjournal,мужчина который принёс патроны фонд подари жизнь хранил дома охотничий карабин ещё около боеприпас,1,1,3,98,0
1577,2012-11-22,andrey,@arhbizz,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительный,0,0,0,100,0
1578,2012-11-22,Антон Крылов,@web4AK,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
